,note/precision,note/recall,note/f1,note/overlap,note-with-offsets/precision,note-with-offsets/recall,note-with-offsets/f1,note-with-offsets/overlap,frame/f1,frame/precision,frame/recall,frame/accuracy,frame/substitution_error,frame/miss_error,frame/false_alarm_error,frame/total_error,frame/chroma_precision,frame/chroma_recall,frame/chroma_accuracy,frame/chroma_substitution_error,frame/chroma_miss_error,frame/chroma_false_alarm_error,frame/chroma_total_error
ConvStack-shift0-1000000-transcriber-231117-105545,0.9444,0.8297,0.8813,0.7418,0.6728,0.5895,0.6269,0.9175,0.7750,0.7394,0.8314,0.6372,0.0534,0.1152,0.2824,0.4510,0.7531,0.8470,0.6566,0.0378,0.1152,0.2824,0.4355
